country,Year,predicted_hydro_generation _generation,predicted_hydro_consumption_consumption
Ukraine,2025,8.974455141687153,8.040775118262527
Ukraine,2026,8.164927718583195,7.722162325222582
Ukraine,2027,6.411225923447628,5.947297966060237
United Arab Emirates,2021,0.0,0.0
United Arab Emirates,2022,0.0,0.0
United Arab Emirates,2023,0.0,0.0
United Arab Emirates,2024,0.0,0.0
United Arab Emirates,2025,0.0,0.0
United Arab Emirates,2026,0.0,0.0
United Arab Emirates,2027,0.0,0.0
United Kingdom,2021,6.107090635326837,6.027747319650857
United Kingdom,2022,6.16499409491196,6.151822248872959
United Kingdom,2023,5.8998692740875525,5.82694116439457
United Kingdom,2024,5.979613977469454,5.933523091357345
United Kingdom,2025,5.920240242011064,5.843135621560707
United Kingdom,2026,6.09034138054678,5.996170610721385
United Kingdom,2027,6.257618075170995,6.155198882990117
United States,2021,258.0270203196686,264.209598729317
United States,2022,252.95440913603227,259.6955877422583
United States,2023,264.97758126248294,271.45037486687824
United States,2024,271.67082717084355,276.01842057115215
United States,2025,277.53407764719174,280.9298623388249
United States,2026,285.51668626613053,290.541865309149
United States,2027,278.373506362295,284.0699818693183
Uzbekistan,2021,6.997199770211268,6.19990624284942
Uzbekistan,2022,7.718852010521804,6.444492849792938
Uzbekistan,2023,6.47118995924637,7.289920975179802
Uzbekistan,2024,7.175621306796858,7.531409847373777
Uzbekistan,2025,6.761216725180414,6.089892921695564
Uzbekistan,2026,6.766890418502,6.681758683423059
Uzbekistan,2027,7.211232955460533,6.879101212571205
Venezuela,2021,68.56205433587816,23.010024188767616
Venezuela,2022,74.37885359686264,15.943601542965695
Venezuela,2023,73.84092696442791,10.187983561690404
Venezuela,2024,70.4031544138632,2.9039224834539716
Venezuela,2025,63.67531203912136,-3.415044912025307
Venezuela,2026,72.57464364630059,-10.750099828039069
Venezuela,2027,69.77997142564823,-16.63929550145899
Vietnam,2021,65.87083640950821,79.01406979634852
Vietnam,2022,66.92709805983623,88.72042558493104
Vietnam,2023,60.67935295951018,84.28685117433133
Vietnam,2024,47.65111341986072,69.12185512016389
Vietnam,2025,40.59653254685242,71.89111992285372
Vietnam,2026,56.671374001416645,85.94143126136794
Vietnam,2027,65.11345155777308,88.03697670999351
Western Africa,2021,21.43377086881961,21.43384802529335
Western Africa,2022,21.160239780573928,21.16018561276215
Western Africa,2023,20.098925799598298,20.09916241714348
Western Africa,2024,19.19250278756145,19.19297951537391
Western Africa,2025,18.92304380399346,18.923584466833915
Western Africa,2026,18.669774240351632,18.670497788103447
Western Africa,2027,19.25565971377538,19.25619494547751
World,2021,4351.297952754328,4332.454136863462
World,2022,4436.6418636974,4408.340486726032
World,2023,4477.8450106137025,4444.899190223712
World,2024,4556.3781895494485,4515.130999015324
World,2025,4596.599958731018,4551.087200311892
World,2026,4665.000117326659,4608.38121963402
World,2027,4702.325564672239,4642.354386296698
