country,Year,predicted_solar_generation (twh)_generation,predicted_solar_consumption_consumption
United Arab Emirates,2021,6.056524569538084,9.929954372275132
United Arab Emirates,2022,4.868699320058392,10.651103497462621
United Arab Emirates,2023,6.847458808,14.392840704632617
United Arab Emirates,2024,5.711487505109087,13.873558361239068
United Arab Emirates,2025,7.9585930250387396,16.615120383047287
United Arab Emirates,2026,7.210162279726019,16.08773720136883
United Arab Emirates,2027,8.595183559,18.467543155996708
United Kingdom,2021,14.570691264857674,13.307990016294557
United Kingdom,2022,16.20157114836689,14.35243788432275
United Kingdom,2023,16.719656710897112,14.470342037454973
United Kingdom,2024,17.33892673908616,14.766787416219849
United Kingdom,2025,17.42664409,14.931828560429343
United Kingdom,2026,17.126937951386637,14.607751565247767
United Kingdom,2027,17.00776739338355,14.151134637520228
United States,2021,145.01807500830583,156.28702830246485
United States,2022,157.97481554579022,170.76309277692621
United States,2023,176.63696491614428,193.4447903568709
United States,2024,189.53189451595824,218.3569949137569
United States,2025,198.0380178742028,233.32859504044507
United States,2026,212.66079236839536,250.63844209300245
United States,2027,221.91356019898006,273.8602997
Uzbekistan,2021,0.01,0.015500004
Uzbekistan,2022,0.01,0.015500004840529354
Uzbekistan,2023,0.01,0.015500004840534062
Uzbekistan,2024,0.01,0.015500004840535554
Uzbekistan,2025,0.01,0.015500004840536197
Uzbekistan,2026,0.01,0.015500004840536465
Uzbekistan,2027,0.01,0.015500004840536465
Venezuela,2021,0.01,0.012571499210294698
Venezuela,2022,0.01,0.012571502755301412
Venezuela,2023,0.01,0.012571507058419563
Venezuela,2024,0.01,0.012571510013536662
Venezuela,2025,0.01,0.012571510336702263
Venezuela,2026,0.01,0.012571512
Venezuela,2027,0.01,0.012571512411305568
Vietnam,2021,0,0
Vietnam,2022,0,0
Vietnam,2023,0,0
Vietnam,2024,0,0
Vietnam,2025,0,0
Vietnam,2026,0,0
Vietnam,2027,0,0
Western Africa,2021,0.6589939836385323,0.6586348108498525
Western Africa,2022,0.6229603932236363,0.6202892619944699
Western Africa,2023,0.6827653400344704,0.6781189901389195
Western Africa,2024,0.7225181545453562,0.71352128
Western Africa,2025,0.7870968545291713,0.7792169048777868
Western Africa,2026,0.8396476938022608,0.8292900069363958
Western Africa,2027,0.7823418743639566,0.7733694813009047
World,2021,980.1289896705707,1000.5024133533266
World,2022,1126.8485316748402,1146.4552072400004
World,2023,1276.5732825547325,1313.0115494318886
World,2024,1425.2378370179583,1477.1244156313462
World,2025,1572.0189542435576,1637.6354305784898
World,2026,1716.6226452163412,1809.1556225275829
World,2027,1856.1680835864365,1972.5633691148062
